,Datetime,Text,shutonu
518,2020-08-27 02:34:38+00:00,"Be better. Do better. 
.⁣
#police #blackgirlmagic #postponejeeneetsept #blm #photographer #justice #jacobblake #photooftheday #engagetheig #askmoseymwenda #tattoo #protest #talent #sayhername #mondaymotivation… https://t.co/GvcyyUVvv4",positive
519,2021-05-14 15:05:15+00:00,"""Yes, I'm little bit fascist (smirk)"" I will say this again white women and their kind of feminism will murder us all. https://t.co/vFlC6ZledI",misogyny
521,2021-05-16 00:47:12+00:00,"@GeographyNerd4 @vnajah @IDF so, they should attack any public places like hospital and playground, just because they want to find hamas based. BULLSHIT! Will you as a human attack playground? No matter what is their speculation, they shouldn't attack such place",neutral
524,2021-04-24 09:52:23+00:00,@YearOfTheKraken Because with help of feminism India can be enslaved again!!,misogyny
526,2021-05-17 08:56:23+00:00,Bhakts after reading this #IndiaStandsWithPalestine #Bhakts #Free_Palestine https://t.co/2GCJB1GMtY,neutral
527,2021-05-15 15:59:48+00:00,"@IDF Well-done
#İsrael✌️✌️",positive
528,2021-05-16 08:25:05+00:00,"@IsraelBangalore @CMofKarnataka @drashwathcn @Jonathan_Zadka @IsraelinIndia @indemtel @COVIDNewsByMIB @TOIIndiaNews @the_hindu While  #Israel is under attack still #Israel helps #India to fight battle against #Covid . 
this is all about friendship .#Israel is #India 's true friend. 
More love and power to you ,#Israel ! Thank you  🇮🇱 🙏
🇮🇳❤️🇮🇱
 #IndiaWithIsrael",positive
530,2021-05-15 11:29:37+00:00,"When I say #Palestine, I inclusively also refer to #Gaza. We stand in solidarity with you against the Zionist criminals committing crimes against mankind. Those zionist pigs shall have flames under their feet and get the fuck out of the occupied lands belonging to Palestinians ✊",attacking
531,2021-05-15 04:24:25+00:00,@Javidofficial1 @AlokTiwari116 @aajtak Because of Palestine already killed Israel people,attacking
532,2021-05-15 02:45:19+00:00,@IDF Stop playing cards. This is your true colours https://t.co/v8APf3ctkf,neutral
533,2021-04-20 06:47:11+00:00,feminism😍 https://t.co/N1fLyCDfNP,neutral
534,2021-04-20 05:45:46+00:00,i be thinking this really how niggas get popped when i’m at a red light for too long,racism
539,2021-05-16 20:22:12+00:00,The Global Campaign to Support Palestine Press the button below the tweet 👇 #FreePalaestine #فلسطين_حره,positive
541,2021-04-27 05:02:04+00:00,If my nigga for the streets I’m the lights 😂😂😂😂 #Periodt @Therealjakevion https://t.co/e8BlLKPxCf,racism
543,2021-05-13 08:49:15+00:00,Women be like ‘men be this’ and ‘men be that’ yet scream misogyny at the slightest criticism of women 😭 why no one takes modern feminism seriously #feminist #Feminism,misogyny
545,2021-05-18 19:06:59+00:00,"Peaceful get together on Saturday 22 May 2021 at Liberty Round About Gulberg at 4:30pm to join for the cause and raise voice to Free Palestine.

Our support is always with our Government and our Army standing at front in the Muslim World.

~ Pakistan Restaurants Unity Association",positive
546,2021-05-28 09:03:51+00:00,@LizCho7 Do not wake up and stay on your loser ass bed forever for work ever again you dick ass and a dick mom ever become a news girl ever in my world or my city ever dick and fake ass face ever on the news camera or home camera ever on the news 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,offensive
547,2021-04-22 15:12:33+00:00,@macdaddyx2 Hahahahah. I've tried to do feminism 101 with him but he just puts his head from side to side and carries on regardless.  He was also shrieking at me a bit whilst doing these moves here...,misogyny
549,2021-05-31 10:27:59+00:00,Or get the fuck on https://t.co/fKRJY8x8Nb,offensive
550,2021-05-17 17:29:05+00:00,"@thevuew Wow. I bet if it were your husband cheating amd groping women ; you would be singing a different tune. Or Gosh forbid that this ame situation was Trump.  You roasted him for the same ""supposedly "" behavior.  #Hypocrites #MeToo #THEVIEW",neutral
551,2021-04-30 14:02:11+00:00,can I just love morally gray/debatable characters in peace 🤨 BECAUSE HE IS SEXY . FEMINISM AND MORAL COMPASS OFF FOR ALEKSANDER MOROZOVA,neutral
552,2021-05-04 20:41:55+00:00,"@veIaris Exactly.I believe that feminism defends the right of a woman to be whatever she wants to be. Because of feminism, we can express our opinion, vote, use pants or not, choose to build a career (or not), and other things.  So being a feminist is all about the right to have a choice",neutral
553,2021-05-31 18:56:18+00:00,"@Timcast I better load up on my ""fuck off"" ammo.",neutral
554,2021-05-30 21:34:52+00:00,@Hilarie_bankss She probably can't suck dick,offensive
555,2021-05-28 12:01:16+00:00,@James_ofoakland These big dicks find you everywhere.,offensive
557,2021-05-28 16:36:32+00:00,"Whoever keeps calling me on No Caller Id and doesn’t say anything when I answer, eat a dick.",offensive
558,2021-04-17 07:30:00+00:00,the way the feminism just leaves my body during woh,misogyny
559,2021-05-15 17:10:33+00:00,@IDF Well done 👍,positive
560,2021-05-29 00:43:38+00:00,"Y’all go ahead and shake y’all dicks outside, imma shake mine at the crib. ✌🏾",offensive
561,2021-05-30 23:03:42+00:00,"I can't believe I overheard my neighbor on the phone to his brother, talking about sucking a dick for the 1st time and then his brother saying ""well I told you it was fun"" both are married to women....",offensive
562,2021-05-15 04:42:04+00:00,@RepCori Why even bother being “anti-war”? Simply declare war on Israel and the colonizers will be liquidated within a month,neutral
563,2021-05-05 17:12:34+00:00,"@IngeWood11 @JimWatsonOttawa @ZoPunny @ShawnMenard1 @cmckenney @JLeiper Ah yes, the one universally agreed upon definition of what feminism is and what it aims to achieve. This is definitely a good and defensible statement you've made here, good job.",positive
564,2021-05-30 00:31:14+00:00,@SimonJamesIII Your dick huge asf 😩,offensive
565,2021-05-15 17:28:59+00:00,"I strongly condemn Israel's attack on world media offices. And I hope that this media will continue to expose Israel's war crimes.

#Gaza_Under_Attack 

#مارخورز 
@3BBMK https://t.co/QNovKxyrix",neutral
567,2021-04-14 22:59:51+00:00,Aye now i see why niggas carry purses. Them bitches come in handy,racism
569,2021-05-16 17:17:40+00:00,"@ftmaw @_Aliways Any type of feminism is against Islam, Islam has given rights to women but these people want equality in everything which is not allowed.

The basic principle of any type of feminism is equality which is against Islam. 
Remember Islam preaches equity not equality",misogyny
570,2021-05-29 13:20:04+00:00,"Bill was so proud to be a “Philly guy”. He was your prototypical dick head Philly sports fan too, but it made us laugh like crazy. He also had a golf swing like Charles Barkley and it made drunk golf days very entertaining! 😂 https://t.co/Yy1bEKfh38",neutral
571,2021-05-31 21:05:34+00:00,@Khpri YEAH LITERALLY like i was standing at work and wondering why the fuck absolutely nobody is talking about this,neutral
573,2021-05-18 11:43:21+00:00,16 of 21 #spacewoman #Feminism https://t.co/WDoPs6x4oT,neutral
574,2021-05-31 23:37:55+00:00,"@naomiosaka How the fuck you gon'𝒇𝒐𝒓𝒄𝒆 somebody to speak to the press??😂 -B*tch, she ain't the president!

""We demand you get over our creepyness!"" https://t.co/pGhh5IZVxw",attacking
575,2021-04-11 16:31:50+00:00,@rbrbreyes @RegineCunter ain't that that nigga frm The Wire.. you kno this nigga https://t.co/P484Gp93sZ,racism
576,2021-05-08 15:28:22+00:00,"Feminism is about female empowerment. 

It means believing women should be treated as equals in society. 

If we insist women do not have agency and cannot be responsible for our own choices, we cannot maintain any right to equality. 

The infantilization of women needs to  stop.",neutral
577,2021-04-09 23:44:00+00:00,“My niggas move in silence.” DMx #DMXforever,racism
578,2021-05-31 23:07:38+00:00,I’m far away as fuck and alone. This a feeling I was prepared for.,neutral
580,2021-05-31 16:32:46+00:00,"Regular season over. All for Wales now. Doesn't matter who the players represent club-wise, when they pull on the Wales shirt we support them.

I'm not down with Swansea fans hoping a Cardiff player gets hurt, or vice versa. Fuck the club rivalry bullshit",attacking
581,2021-05-16 16:14:05+00:00,@McDMalaysia #FreePalaestine Muslims all over the world are requested that this is the shop of Israel do not eat it do not buy anything from this shop.😭🙏🇵🇸 https://t.co/mmhd2s6rTv,neutral
582,2021-05-15 02:27:36+00:00,"With so much free loaded money from american tax payers #Israel should go and colonize on moon, leave #palestine alone
#BDS #BoycottIsraeligoods #world #Peace",neutral
583,2021-05-13 22:42:39+00:00,@BetteMidler Majorie Green is Trump with a vagina 😂,misogyny
584,2021-05-12 11:17:27+00:00,@netanyahu Israel is a Terrorist  country .It is designed . Daggers inside the heart of Muslims If all the countries of the world are gathered together So Israel  will end the world And this is the need of the hour . I pray Palestine  free soon,positive
585,2021-05-15 15:37:58+00:00,@amberinzaman Erdoğan nothing for Palestinian just watching and talking to much. He don't have power stop attacks of Israel.,neutral
586,2021-05-13 04:31:02+00:00,@ZenkaWistram @JeffLamp9 Women do deserve far better than the poison and division that feminism serves them .. but it is their choice .. they will just not bring my sons down with their misery and resentment,neutral
587,2020-07-24 02:03:45+00:00,"Read my @ArtCommunityIns comment!!!⚾
#blm #redsoxnation #yankeesuniverse #bostonstrong #weareunited @ Fenway Park https://t.co/9tZVtyRbo0",neutral
589,2021-05-17 13:46:17+00:00,@natsechobbyist He’s a hero no doubt. Trump is a scoundrel for sure.,offensive
590,2020-08-22 05:57:16+00:00,@yuhyuhnation I have #BLM in my bio cause I don’t f*ck with racist gays,neutral
591,2020-10-07 20:15:15+00:00,"Read this story of basketball 🏀coach Manock Lual in Ottawa - an inspiration on and off the court👏

Via @GiseleNyembwe @refugees #cdnimm #withrefugees #BLM https://t.co/uR6maSwO8a",positive
592,2020-08-27 21:03:09+00:00,Sums it up nicely! #BLM #BronxBoheme #BlackBusinessOwner #Jazz @ Graffiti Alley https://t.co/uOAuFO8EOc,neutral
593,2021-05-09 20:20:51+00:00,"#MothersDay is compliant for so many reasons. Being the child of a narcissistic mother is one of those reasons. Don’t feel bad for your complicated feelings on this day.
#JulieJoplin #motherhood #Feminism 

https://t.co/sgdkFjnZlI",neutral
596,2021-05-16 15:26:13+00:00,"My name is Aidilfitriah. 
I'm from MALAYSIA 🇲🇾 and WE STAND with PALESTINE 🇵🇸

#FreePalestine 
#savepalestine 
#kamibersamamu
#🇵🇸🇵🇸🇵🇸
#AlAqsaUnderAtrack
#IsraelTerrorists 
#israelkoyak
#ShameOnIsr4el https://t.co/RaL6Dv0Pag",positive
597,2021-04-11 03:02:47+00:00,I cut all my niggas off and they would still wife me 😅😏,racism
598,2020-06-17 18:22:35+00:00,@NYCMayor I deserve #JuneteenthDay off and paid. I am being docked for taking the day . Help please and thank you .#BLM #GeorgeFloyd #teacher,neutral
599,2021-04-28 14:09:05+00:00,Pets shops and IVF clinics are the signs of a collapsed society brought about by feminism.,misogyny
600,2021-05-06 10:43:42+00:00,@RobbieBarwick Feminism and communism should go hand in hand.,misogyny
601,2021-05-31 15:36:22+00:00,@filapinadom We usually work every holiday besides Christmas and Thanksgiving. But my supervisor is the worse at communication. Im bout to just roll out. Fuck it. Ily Z hope you have a dope day 😊,neutral
602,2021-05-09 04:35:39+00:00,"@HJoshington @MSmoothens ""Well Akshually women's happiness has gone down since the rise of feminism""

Lol who cares? My ancestors were European serfs. Maybe they were happier, I don't know. Even if they were, I wouldn't want to be a serf.",neutral
603,2021-05-15 06:21:41+00:00,@Palestine_UN @CarterCenter Bcz as per global Jihadi trend your brothers was pelting stone on others..,neutral
604,2020-10-08 23:22:01+00:00,Saint Paul March heading down University Avenue toward Capitol. #BLM #saintpaul https://t.co/gozGjF78Nb,neutral
605,2021-05-15 11:17:30+00:00,"@HaziqAi29679087 @IDF Go to the Palestine, And Help them to be free😂😂😂
#LongLiveIsrael",neutral
607,2021-05-05 07:48:25+00:00,Apparently the nigga need some downs 😂😂 https://t.co/WBcLhYpLSV,racism
608,2021-04-11 05:49:34+00:00,bitch i hate getting drunk and not being with my nigga after go to be drunk as hell 😭🥺,neutral
609,2021-05-15 22:20:27+00:00,@AyaIsleemEn I am following the sad events in Palestine from Pakistan 🇵🇰 May Allah protect Palestine and its people! Aameen. #FreePalestine #IsraelUnderFire #IsraelTerrorism,positive
610,2021-05-18 00:38:52+00:00,"@2bSalt_andlight @SaeedSharaf @Israel Before the two kingdoms people lived there for centuries but you choose to ignore this part. What makes you more righteous? Israel kingdoms existed for 414 years, while canaanites alone ruled for around 2000 years. Rulers of palestine over centuries (briefly): #GazaUnderAttack https://t.co/xUKTlaQLeM",neutral
611,2021-05-03 20:34:30+00:00,@HilareeBanks Jail nigga? Or military?,neutral
613,2021-05-16 19:40:24+00:00,"Do not purchase any product starting with ""729"" barcode. Spread the Word...

#BoycottIsraeliProducts 
#Palestine
#IsraelTerrorism
#PalestineBleeding 
#IStandWithPalestine 
#PrayForPalestine 
#FreePalaestine https://t.co/Amn7nrNln7",neutral
614,2021-04-15 15:14:22+00:00,Mfs think bc my nigga got bread I’m eating off him. AHT 🚫WRONG! I got my own bag. Everything that nigga do for me is extra on top of extra .,neutral
615,2021-04-17 11:55:31+00:00,"@MRune @tom_mccausland @MerkinMuffley5 @dylan_gault @taylorgrayson @jay_shapiro I'll be the first one to eat crow, once the feminism-motivated genocide in Sweden kicks off!
But until then I reserve my right to call people who try to draw these kinds of historical parallels cooks lost in their own minds who don't understand the severity of what they invoke...",neutral
