,index,Datetime,Text,Label,tokens,normalized_tweets,tidy_tweet,scores,compound,comp_score,neu
288,359,2021-05-04 17:28:12+00:00,if tv showed tall woman shorter man it furious social upheveal result wave feminism people insanely angry ,misogyny,"['if', 'tv', 'showed', 'tall', 'woman', 'shorter', 'man', 'it', 'furious', 'social', 'upheveal', 'result', 'wave', 'feminism', 'people', 'insanely', 'angry']","['if', 'tv', 'show', 'tall', 'woman', 'shorter', 'man', 'it', 'furiou', 'social', 'uphev', 'result', 'wave', 'femin', 'peopl', 'insan', 'angri']",if tv show tall woman shorter man it furiou social uphev result wave femin peopl insan angri,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
289,361,2021-05-16 20:14:49+00:00,dear pm sh it upsets finding national flag missing list hereinbelow we r nt ingratitude i failed understand diplomatic crisis obstructs extending unconditional support friend israel ,neutral,"['dear', 'pm', 'sh', 'it', 'upsets', 'finding', 'national', 'flag', 'missing', 'list', 'hereinbelow', 'we', 'r', 'nt', 'ingratitude', 'i', 'failed', 'understand', 'diplomatic', 'crisis', 'obstructs', 'extending', 'unconditional', 'support', 'friend', 'israel']","['dear', 'pm', 'sh', 'it', 'upset', 'find', 'nation', 'flag', 'miss', 'list', 'hereinbelow', 'we', 'r', 'nt', 'ingratitud', 'i', 'fail', 'understand', 'diplomat', 'crisi', 'obstruct', 'extend', 'uncondit', 'support', 'friend', 'israel']",dear pm sh it upset find nation flag miss list hereinbelow we r nt ingratitud i fail understand diplomat crisi obstruct extend uncondit support friend israel,"{'neg': 0.221, 'neu': 0.487, 'pos': 0.292, 'compound': 0.3612}",0.3612,pos,0.487
290,362,2021-05-16 05:40:17+00:00,you hike country live living india simple pakistan palestine welcome you ,racism,"['you', 'hike', 'country', 'live', 'living', 'india', 'simple', 'pakistan', 'palestine', 'welcome', 'you']","['you', 'hike', 'countri', 'live', 'live', 'india', 'simpl', 'pakistan', 'palestin', 'welcom', 'you']",you hike countri live live india simpl pakistan palestin welcom you,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
291,363,2021-05-18 03:43:02+00:00,oh really ,neutral,"['oh', 'really']","['oh', 'realli']",oh realli,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
292,364,2021-05-31 23:17:44+00:00,you teach kids want sex abstinence safe sex storks dropping babies whatever but love god tell fuck republican ,neutral,"['you', 'teach', 'kids', 'want', 'sex', 'abstinence', 'safe', 'sex', 'storks', 'dropping', 'babies', 'whatever', 'but', 'love', 'god', 'tell', 'fuck', 'republican']","['you', 'teach', 'kid', 'want', 'sex', 'abstin', 'safe', 'sex', 'stork', 'drop', 'babi', 'whatev', 'but', 'love', 'god', 'tell', 'fuck', 'republican']",you teach kid want sex abstin safe sex stork drop babi whatev but love god tell fuck republican,"{'neg': 0.211, 'neu': 0.402, 'pos': 0.387, 'compound': 0.6428}",0.6428,pos,0.402
293,369,2021-05-10 12:22:45+00:00,may allah protect people palestine power enemies allah ,positive,"['may', 'allah', 'protect', 'people', 'palestine', 'power', 'enemies', 'allah']","['may', 'allah', 'protect', 'peopl', 'palestin', 'power', 'enemi', 'allah']",may allah protect peopl palestin power enemi allah,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.3818}",0.3818,pos,0.729
294,370,2021-05-14 17:07:42+00:00,your sentence false as rest going personal anecdotes evidence now i friends speak feel empowers them forgive view attacks pure islamophobia dressed feminism ,misogyny,"['your', 'sentence', 'false', 'as', 'rest', 'going', 'personal', 'anecdotes', 'evidence', 'now', 'i', 'friends', 'speak', 'feel', 'empowers', 'them', 'forgive', 'view', 'attacks', 'pure', 'islamophobia', 'dressed', 'feminism']","['your', 'sentenc', 'fals', 'as', 'rest', 'go', 'person', 'anecdot', 'evid', 'now', 'i', 'friend', 'speak', 'feel', 'empow', 'them', 'forgiv', 'view', 'attack', 'pure', 'islamophobia', 'dress', 'femin']",your sentenc fal as rest go person anecdot evid now i friend speak feel empow them forgiv view attack pure islamophobia dress femin,"{'neg': 0.118, 'neu': 0.76, 'pos': 0.122, 'compound': 0.0258}",0.0258,pos,0.76
295,371,2021-05-18 02:12:31+00:00,shit fucking dystopian awful years corporations learned feminism know meditation i hoping learn cats,misogyny,"['shit', 'fucking', 'dystopian', 'awful', 'years', 'corporations', 'learned', 'feminism', 'know', 'meditation', 'i', 'hoping', 'learn', 'cats']","['shit', 'fuck', 'dystopian', 'aw', 'year', 'corpor', 'learn', 'femin', 'know', 'medit', 'i', 'hope', 'learn', 'cat']",shit fuck dystopian aw year corpor learn femin know medit i hope learn cat,"{'neg': 0.355, 'neu': 0.5, 'pos': 0.145, 'compound': -0.6369}",-0.6369,neg,0.5
296,372,2021-05-31 20:12:28+00:00,i want eat ass right,offensive,"['i', 'want', 'eat', 'ass', 'right']","['i', 'want', 'eat', 'ass', 'right']",i want eat ass right,"{'neg': 0.515, 'neu': 0.294, 'pos': 0.191, 'compound': -0.4939}",-0.4939,neg,0.294
297,373,2021-05-02 02:13:48+00:00,good nigga shit force evil,racism,"['good', 'nigga', 'shit', 'force', 'evil']","['good', 'nigga', 'shit', 'forc', 'evil']",good nigga shit forc evil,"{'neg': 0.62, 'neu': 0.155, 'pos': 0.225, 'compound': -0.7269}",-0.7269,neg,0.155
298,374,2021-05-17 23:35:44+00:00,google facebook twitter biased their mouths stuffed they trying best hide war crimes israel,attacking,"['google', 'facebook', 'twitter', 'biased', 'their', 'mouths', 'stuffed', 'they', 'trying', 'best', 'hide', 'war', 'crimes', 'israel']","['googl', 'facebook', 'twitter', 'bias', 'their', 'mouth', 'stuf', 'they', 'tri', 'best', 'hide', 'war', 'crime', 'israel']",googl facebook twitter bia their mouth stuf they tri best hide war crime israel,"{'neg': 0.391, 'neu': 0.429, 'pos': 0.18, 'compound': -0.5994}",-0.5994,neg,0.429
299,375,2020-09-03 02:30:51+00:00,missed bullseye buddy ,neutral,"['missed', 'bullseye', 'buddy']","['miss', 'bullsey', 'buddi']",miss bullsey buddi,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg,0.556
300,376,2020-08-25 21:12:59+00:00,how qanon affect personally how starting bipartisan effort condemn leftwing violence majority support ,neutral,"['how', 'qanon', 'affect', 'personally', 'how', 'starting', 'bipartisan', 'effort', 'condemn', 'leftwing', 'violence', 'majority', 'support']","['how', 'qanon', 'affect', 'person', 'how', 'start', 'bipartisan', 'effort', 'condemn', 'leftw', 'violenc', 'major', 'support']",how qanon affect person how start bipartisan effort condemn leftw violenc major support,"{'neg': 0.16, 'neu': 0.675, 'pos': 0.166, 'compound': 0.0258}",0.0258,pos,0.675
301,377,2021-05-15 10:26:38+00:00,thousands bangladeshi muslims rally israel washington post,neutral,"['thousands', 'bangladeshi', 'muslims', 'rally', 'israel', 'washington', 'post']","['thousand', 'bangladeshi', 'muslim', 'ralli', 'israel', 'washington', 'post']",thousand bangladeshi muslim ralli israel washington post,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
302,378,2021-05-17 07:17:06+00:00,the global campaign support palestine press button tweet,positive,"['the', 'global', 'campaign', 'support', 'palestine', 'press', 'button', 'tweet']","['the', 'global', 'campaign', 'support', 'palestin', 'press', 'button', 'tweet']",the global campaign support palestin press button tweet,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,pos,0.722
303,379,2021-05-15 19:55:31+00:00,palestinians died gaza monday including children women people injured skynews i wish someone country come air strike tel aviv israel i like people s any excuses aggression ,attacking,"['palestinians', 'died', 'gaza', 'monday', 'including', 'children', 'women', 'people', 'injured', 'skynews', 'i', 'wish', 'someone', 'country', 'come', 'air', 'strike', 'tel', 'aviv', 'israel', 'i', 'like', 'people', 's', 'any', 'excuses', 'aggression']","['palestinian', 'die', 'gaza', 'monday', 'includ', 'children', 'women', 'peopl', 'injur', 'skynew', 'i', 'wish', 'someon', 'countri', 'come', 'air', 'strike', 'tel', 'aviv', 'israel', 'i', 'like', 'peopl', 's', 'ani', 'excus', 'aggress']",palestinian die gaza monday includ children women peopl injur skynew i wish someon countri come air strike tel aviv israel i like peopl s ani excu aggress,"{'neg': 0.241, 'neu': 0.596, 'pos': 0.163, 'compound': -0.3612}",-0.3612,neg,0.596
304,380,2021-05-30 15:20:58+00:00,my dick harder unzip,offensive,"['my', 'dick', 'harder', 'unzip']","['my', 'dick', 'harder', 'unzip']",my dick harder unzip,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg,0.476
305,381,2021-05-18 16:29:57+00:00,israel twisting facts beginning time shaitoooonnn disguise,attacking,"['israel', 'twisting', 'facts', 'beginning', 'time', 'shaitoooonnn', 'disguise']","['israel', 'twist', 'fact', 'begin', 'time', 'shaitoooonnn', 'disguis']",israel twist fact begin time shaitoooonnn disgui,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
306,382,2021-04-19 10:11:43+00:00,promoting fetishization men feminism took leaps stone age,misogyny,"['promoting', 'fetishization', 'men', 'feminism', 'took', 'leaps', 'stone', 'age']","['promot', 'fetish', 'men', 'femin', 'took', 'leap', 'stone', 'age']",promot fetish men femin took leap stone age,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
307,384,2021-05-11 02:13:17+00:00,give goofy ass niggas free game if yo bitch want cheat shit you can do about it called free will now yo bitch ass phone ass money nigga ,offensive,"['give', 'goofy', 'ass', 'niggas', 'free', 'game', 'if', 'yo', 'bitch', 'want', 'cheat', 'shit', 'you', 'can', 'do', 'about', 'it', 'called', 'free', 'will', 'now', 'yo', 'bitch', 'ass', 'phone', 'ass', 'money', 'nigga']","['give', 'goofi', 'ass', 'nigga', 'free', 'game', 'if', 'yo', 'bitch', 'want', 'cheat', 'shit', 'you', 'can', 'do', 'about', 'it', 'call', 'free', 'will', 'now', 'yo', 'bitch', 'ass', 'phone', 'ass', 'money', 'nigga']",give goofi ass nigga free game if yo bitch want cheat shit you can do about it call free will now yo bitch ass phone ass money nigga,"{'neg': 0.488, 'neu': 0.356, 'pos': 0.156, 'compound': -0.9571}",-0.9571,neg,0.356
308,385,2021-05-15 14:41:40+00:00,how ground zeros palestine ,neutral,"['how', 'ground', 'zeros', 'palestine']","['how', 'ground', 'zero', 'palestin']",how ground zero palestin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
309,386,2021-04-29 12:59:06+00:00,stop no hornets team squad people stars oka known bobcats belinili beside guarding best best time frame nigga chill lol,neutral,"['stop', 'no', 'hornets', 'team', 'squad', 'people', 'stars', 'oka', 'known', 'bobcats', 'belinili', 'beside', 'guarding', 'best', 'best', 'time', 'frame', 'nigga', 'chill', 'lol']","['stop', 'no', 'hornet', 'team', 'squad', 'peopl', 'star', 'oka', 'known', 'bobcat', 'belinili', 'besid', 'guard', 'best', 'best', 'time', 'frame', 'nigga', 'chill', 'lol']",stop no hornet team squad peopl star oka known bobcat belinili besid guard best best time frame nigga chill lol,"{'neg': 0.144, 'neu': 0.49, 'pos': 0.366, 'compound': 0.8316}",0.8316,pos,0.49
310,387,2020-11-04 05:59:13+00:00,proudly voted rapist racist mysogynist tax cheat thug liar good you trumpus assus lose good us ,offensive,"['proudly', 'voted', 'rapist', 'racist', 'mysogynist', 'tax', 'cheat', 'thug', 'liar', 'good', 'you', 'trumpus', 'assus', 'lose', 'good', 'us']","['proudli', 'vote', 'rapist', 'racist', 'mysogynist', 'tax', 'cheat', 'thug', 'liar', 'good', 'you', 'trumpu', 'assu', 'lose', 'good', 'us']",proudli vote rapist racist mysogynist tax cheat thug liar good you trumpu assu lose good us,"{'neg': 0.547, 'neu': 0.275, 'pos': 0.177, 'compound': -0.9201}",-0.9201,neg,0.275
311,388,2021-05-16 18:41:11+00:00,why israel palestine face face ,neutral,"['why', 'israel', 'palestine', 'face', 'face']","['whi', 'israel', 'palestin', 'face', 'face']",whi israel palestin face face,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neg,1.0
312,389,2021-05-18 03:05:46+00:00,please check type missile israel use bomb gaza citizien absolutely law,neutral,"['please', 'check', 'type', 'missile', 'israel', 'use', 'bomb', 'gaza', 'citizien', 'absolutely', 'law']","['pleas', 'check', 'type', 'missil', 'israel', 'use', 'bomb', 'gaza', 'citizien', 'absolut', 'law']",plea check type missil israel use bomb gaza citizien absolut law,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg,0.758
313,390,2021-05-31 19:55:41+00:00,this sounds like passive aggressive fuck you belavia refusing fly crimea ,neutral,"['this', 'sounds', 'like', 'passive', 'aggressive', 'fuck', 'you', 'belavia', 'refusing', 'fly', 'crimea']","['thi', 'sound', 'like', 'passiv', 'aggress', 'fuck', 'you', 'belavia', 'refus', 'fli', 'crimea']",thi sound like passiv aggress fuck you belavia refu fli crimea,"{'neg': 0.356, 'neu': 0.491, 'pos': 0.153, 'compound': -0.5106}",-0.5106,neg,0.491
314,391,2021-05-14 21:05:22+00:00,rather bein bitch i want hear nigga mean i want son gettin fucked over taken advantage of i want sellin short i want pillow talkin hatin niggas reason etc but like specify dawg lazy lol,neutral,"['rather', 'bein', 'bitch', 'i', 'want', 'hear', 'nigga', 'mean', 'i', 'want', 'son', 'gettin', 'fucked', 'over', 'taken', 'advantage', 'of', 'i', 'want', 'sellin', 'short', 'i', 'want', 'pillow', 'talkin', 'hatin', 'niggas', 'reason', 'etc', 'but', 'like', 'specify', 'dawg', 'lazy', 'lol']","['rather', 'bein', 'bitch', 'i', 'want', 'hear', 'nigga', 'mean', 'i', 'want', 'son', 'gettin', 'fuck', 'over', 'taken', 'advantag', 'of', 'i', 'want', 'sellin', 'short', 'i', 'want', 'pillow', 'talkin', 'hatin', 'nigga', 'reason', 'etc', 'but', 'like', 'specifi', 'dawg', 'lazi', 'lol']",rather bein bitch i want hear nigga mean i want son gettin fuck over taken advantag of i want sellin short i want pillow talkin hatin nigga reason etc but like specifi dawg lazi lol,"{'neg': 0.119, 'neu': 0.587, 'pos': 0.295, 'compound': 0.5994}",0.5994,pos,0.587
315,393,2021-05-13 05:11:15+00:00,eid mubarak everyone may allah bless strengthen weak muslims kashmir palestine ameen ,positive,"['eid', 'mubarak', 'everyone', 'may', 'allah', 'bless', 'strengthen', 'weak', 'muslims', 'kashmir', 'palestine', 'ameen']","['eid', 'mubarak', 'everyon', 'may', 'allah', 'bless', 'strengthen', 'weak', 'muslim', 'kashmir', 'palestin', 'ameen']",eid mubarak everyon may allah bless strengthen weak muslim kashmir palestin ameen,"{'neg': 0.171, 'neu': 0.529, 'pos': 0.3, 'compound': 0.296}",0.296,pos,0.529
316,395,2021-05-18 23:53:56+00:00,my mama said kill i let niggas kill,racism,"['my', 'mama', 'said', 'kill', 'i', 'let', 'niggas', 'kill']","['my', 'mama', 'said', 'kill', 'i', 'let', 'nigga', 'kill']",my mama said kill i let nigga kill,"{'neg': 0.653, 'neu': 0.347, 'pos': 0.0, 'compound': -0.886}",-0.886,neg,0.347
317,396,2021-05-28 20:24:07+00:00,safety dick,offensive,"['safety', 'dick']","['safeti', 'dick']",safeti dick,"{'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5106}",-0.5106,neg,0.233
318,397,2021-05-18 07:10:57+00:00, palestine umno pas pn leader mahmoud abbas plunges unknown israel represses palestinians,neutral,"['palestine', 'umno', 'pas', 'pn', 'leader', 'mahmoud', 'abbas', 'plunges', 'unknown', 'israel', 'represses', 'palestinians']","['palestin', 'umno', 'pa', 'pn', 'leader', 'mahmoud', 'abba', 'plung', 'unknown', 'israel', 'repress', 'palestinian']",palestin umno pa pn leader mahmoud abba plung unknown israel repress palestinian,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}",-0.34,neg,0.821
