,index,Datetime,Text,lang,label,class
3244,3339,2020-01-30 16:53:28+00:00,selling trump hats wants one message claim yours maga trump2020 https t co uidv7pm5ts,en,bully,0
3246,3341,2020-01-30 16:53:22+00:00, giancarloc1985 lisastark351 pattiethompson4 senmcsallyaz republicans didn t want lose seat undemocratic the description republicans operate day amp age in fact actually describes trump impeached ,en,bully,0
3248,3343,2020-01-30 16:53:21+00:00, washpostbiz president trump keeping promises dems trying stop success brainwashing poor individuals believe playing emotion facts evidence ,en,bully,0
3253,3348,2020-01-30 16:53:13+00:00,i trip judge kobe transgression aggressively simultaneously giving trump pass transgressions how work exactly ,en,bully,0
3255,3350,2020-01-30 16:52:53+00:00, small1ldy1 bevdevwarrior thedailybeast we monarch country nor ever trump subjects rude awaking come election day 2020,en,bully,0
3259,3354,2020-01-30 16:52:31+00:00, joycewhitevance american undue damage republicans us constitution just heartbreaking trump cronies emboldened ,en,bully,0
3261,3356,2020-01-30 16:52:09+00:00,trump person trial impeachment president obama joe biden hunter biden trump electorally elected,en,bully,0
3262,3357,2020-01-30 16:52:07+00:00,trump talks shit windmills wind blows wall coincidence i think not ,en,bully,0
3263,3358,2020-01-30 16:52:06+00:00, 1nonblonde2 nbcnews why won t democrats understand means trump fears joe biden wants run bernie sanders wake democrats ,en,bully,0
3264,3359,2020-01-30 16:51:56+00:00,possibly answer question senate men ride die trump https t co bpq8gmtwl3 https t co 2ev8yy7mht,en,bully,0
3265,3360,2020-01-30 16:51:35+00:00, yamiche yamiche lev receipts can interview lawyer pbs we think trump children foreign country conflicts investigated it s time we walk door great work yamiche gopcoverup,en,bully,0
3266,3361,2020-01-30 16:51:20+00:00,all better u s theory senate a trial occur w o a witness documents senate sat 100s house bills w o vote trump sworn in we vote professional senators jobs government mcconnell go ,en,bully,0
3269,3364,2020-01-30 16:50:55+00:00, joncoopertweets and lots people devided vote alot office reason backing trump ,en,bully,0
3270,3365,2020-01-30 16:50:55+00:00, franklin_graham oh stop how true christian support trump you certainly father i imagine reason lot people leaving church ,en,bully,0
3271,3366,2020-01-30 16:50:51+00:00, senmcsallyaz so deciding nothing president illegal americans need i don t know need it vote fair trial won t vote ever see i want grandkids live republic want monarchy trump ,en,bully,0
3272,3367,2020-01-30 16:50:46+00:00,just little laugh sad days trump border wall us mexico blows high winds https t co id2pqfluju,en,bully,0
3274,3369,2020-01-30 16:50:17+00:00,the leftist trump gains key endorsement zombie ron paul ain t beating joe biden though https t co nsn52cdxqt,en,bully,0
3275,3370,2020-01-30 16:50:12+00:00,alan dershowitz jail misleading law constitution he joke nobody trust him he trump s age girls sex schemes https t co itdujcn6iw,en,bully,0
3276,3371,2020-01-30 16:50:01+00:00, atrupar she reads like trump ,en,bully,0
3282,3377,2020-01-30 16:49:24+00:00, elisestefanik pressrepublican didn t trump tear nafta farmers businnesses suffer years revive basically agreements truthmatters stefaniklies trumpshandmaid https t co jttg3vntgt,en,bully,0
3284,3379,2020-01-30 16:49:13+00:00, davevescio they d better job men i exclude women like nikki haley kellyanne conway ivanka trump sara huckabee rest women helping trump destroy country ,en,bully,0
3285,3381,2020-01-30 16:49:11+00:00, yahyajohn realdonaldtrump foxandfriends thats compared biden given family hunter 1 5 bil his brother iraq housing contract worth 1 5 bil his sister i guess doesn t like 2 5 million campaign funds ny trump 2016 if spent effort swamp lookout,en,bully,0
3286,3382,2020-01-30 16:48:57+00:00,as member trump s pedophile defense team argument hilarious joke what said seen amp heard millions can t wait ghost jeffery epstein wisk away trump correction institution i m sure you ll model inmate https t co npgptq9vuv,en,bully,0
3287,3383,2020-01-30 16:48:57+00:00, thinkerstrue chrisbesq atrupar at time president ukraine corrupt russian plant it us foreign policy worlds any time president holds aid country congress aware it true trump holding aid 5 times countries ukraine ,en,bully,0
3289,3385,2020-01-30 16:48:36+00:00, ohiomail jbonniego huffpost trump emboldened wants we dictator band thugs the gop ,en,bully,0
3290,3386,2020-01-30 16:48:34+00:00, repvaldemings cohbrbst you know repvaldemings dershowitz comments admitted trump committed quid pro quo the intent selfish personal gain i lost respect republican party that s i left ,en,bully,0
3291,3387,2020-01-30 16:48:30+00:00, no1hollyfreedom resistinfla i m tired appointee amp trump a kissing i m arizonan amp can t wait vote senmcsallyaz out ,en,bully,0
3293,3389,2020-01-30 16:48:21+00:00, lanesper kerpen donaldjtrumpjr how social security medicare free i ve paying programs all working life stfu speaking free free billion trump given farmers b c trade deals ,en,bully,0
3295,3391,2020-01-30 16:48:13+00:00,tenncare wants medicaid block grant people poor disabled pregnant the trump administration wants medicaid block grants people poor disabled pregnant can spot difference https t co wqlbszllef,en,bully,0
3296,3392,2020-01-30 16:48:12+00:00, bbgymmom sean_spicier this utah agrees you like trump hate pierre delecto ,en,bully,0
3297,3393,2020-01-30 16:48:07+00:00,americans considering future options like relocating canada staying trump world i disappointed usa fought let putin trump rule thanks https t co xsfizbb2be,en,bully,0
3298,3394,2020-01-30 16:47:47+00:00,trump supporters evangelicals gun nuts consumed hate bankers consumed greed party consumed corruption https t co j5awxd3gt5,en,bully,0
3303,3399,2020-01-30 16:46:44+00:00,really lowlife moscow mitch senate majority leader mitch mcconnell said votes block democrats calling national security adviser john bolton witnesses donald trump s improvement trial https t co yrnv49qhgz huffpostpol,en,bully,0
3306,3402,2020-01-30 16:46:27+00:00,i want know newly elected democrat 2020 presidential race trump declares election illigitiamte and all powerful voids results refuses leave ,en,bully,0
3307,3403,2020-01-30 16:46:27+00:00, roreed3 and you re stupid don t think right isn t lying too we cherry pick shit day you honestly believe trump s conniving for america https t co 3d5e27rwxj,en,bully,0
3309,3405,2020-01-30 16:46:22+00:00,az not vote hack our trump loving gov doug douchy appointed her i m senmcsallyaz amp can t wait vote out https t co czkupswm0d,en,bully,0
3311,3407,2020-01-30 16:46:03+00:00, ktumulty jaketapper man oh man great must read anyone esp blinded truth high beams trump blasting eyes i m glad i read this all banal comments i ve seen today belong snapchat instagram filled mocked up selfies emojis ,en,bully,0
3312,3408,2020-01-30 16:45:45+00:00, thecons90075763 deborahtcompton rickardalg hoosiers1986 repadamschiff yeah it s likely crazy conspiracy theories true simple fact trump is a crook ,en,bully,0
3314,3410,2020-01-30 16:45:27+00:00,is lev s attorney wayyyy creepy ridiculous lev trump knows hires surrounds the best people resist https t co cjbakjggio,en,bully,0
3315,3411,2020-01-30 16:45:26+00:00, jeffreyguterman realdonaldtrump he thinks way followers problem trump bring worst amp knows it trump knows exactly he s twist americans i pray division november ,en,bully,0
3323,3420,2020-01-30 16:44:09+00:00,donald trump s america can t process permit requests timely basis all sorts agencies having problems https t co slvbpbtiq6,en,bully,0
3324,3421,2020-01-30 16:44:05+00:00, jadler1969 demfromct alan sh t he hired trump amp trumps lawyers doing looking straight american citizens lying a es off it s crime,en,bully,0
3325,3422,2020-01-30 16:44:03+00:00, stmolly4 martamendoza718 that going exact statement evidently wants pro trump pro trump fox news disagrees trump often ,en,bully,0
3327,3424,2020-01-30 16:43:59+00:00,so trump administration thinks global pandemic good economy i dont think knows pandemic is https t co xx1y5dcsjf,en,bully,0
3329,3426,2020-01-30 16:43:48+00:00, robinjosephette abc well win country loses we president vile vulgar ignorant liar what people him he hasn t country he s going ss medicare good luck trumps banana republic lawlessness idiot,en,bully,0
3330,3427,2020-01-30 16:43:48+00:00, senschumer thinks we people r stupid understand treason bribery amp other high crimes amp misdemeanors is abuse power democrats opinion president trump keeping promises amp making america prosperous jealousy envy smiling faces ,en,bully,0
3333,3430,2020-01-30 16:43:14+00:00, atrupar p bondis why i went law sch never took 25k drop fraud charge ag trump u served 20yrs sr adv fed govt w o blemish became brunette a true embarrassment hard working female legal profession check biden facts no probable cause no investigation no evidence no crime,en,bully,0
3337,3434,2020-01-30 16:42:21+00:00, campbelldave931 msnbc nbcnews please trump s clinton wake lefty https t co o3nvpavva6,en,bully,0
3338,3435,2020-01-30 16:42:17+00:00, tcason67 brightislandusa they it people don t like trump dershowitz gave example lincoln soldiers i saw heard 44 presidents charge foriegn policy folk disagree policy they use office benefit,en,bully,0
3339,3436,2020-01-30 16:42:10+00:00,my fellow arizonans this shows need support shuttlecdrkelly az needs appointee kisses trump s a turn vote senmcsallyaz out https t co czkupswm0d,en,bully,0
3341,3438,2020-01-30 16:41:44+00:00, ladalavara the real hoax donald trump senate republicans as speak donald trump took sanctions russia banks deals trump lindseygrahamsc randpaul speakerpelosi,en,bully,0
3344,3441,2020-01-30 16:41:14+00:00, ramsey lol yeah i guess i say unless you re trump i miss good republicans the neocons indépendant choose democrat ,en,bully,0
3345,3442,2020-01-30 16:41:13+00:00, lrihendry i m sure it s like people claimed leave country trump elected hopefully waiting,en,bully,0
3347,3444,2020-01-30 16:41:11+00:00,this trumpaspayback hate illustrated theatlantic analysis possibly answer question senate men ride die trump https t co bpq8gmtwl3,en,bully,0
3348,3445,2020-01-30 16:40:33+00:00, acosta dersh invoking white privilege trump ,en,bully,0
3351,3448,2020-01-30 16:40:26+00:00,okay germany listening release trumps deutsch bank records china release records ivanka saudi ditto jared irs whistleblower release trumps taxes,en,bully,0
3352,3449,2020-01-30 16:40:16+00:00,wait i thought negative personal attack ads good primaries candidates stronger trump is true attacker bernie https t co sqqtmfwkcv,en,bully,0
3353,3450,2020-01-30 16:40:10+00:00,so reality upside down if senate votes allow witnesses exonerates trump act treason remembered come november there logic truth utter the reality come november democracy line ,en,bully,0
3357,3454,2020-01-30 16:39:52+00:00, citizensnap wajahatali self aware much three years ago trump was winner and left been ah shit never mind ,en,bully,0
3360,3457,2020-01-30 16:39:35+00:00, vinsidious chrisbesq atrupar the line trump doesn t care corruption ukraine overall corruption ukraine limited birisma he soul purpose holding aid announcement investigation biden plain simple case closed ,en,bully,0
3361,3458,2020-01-30 16:39:32+00:00,if republicans actually believe foreign interference okay bet a democrat candidates waive tariffs release dirt kirchner ivanka trump senatemajldr lindseygrahamsc senalexander senatorcollins lisamurkowski mittromney lets https t co jkifyrwj0i,en,bully,0
